Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time
win,Kaue Fernandes,Guram Kutateladze,2,0,79,29,2,0,0,0,Lightweight,U-DEC,3,5:00
win,Roman Dolidze,Marvin Vettori,0,0,141,111,0,0,0,0,Middleweight,U-DEC,5,5:00
win,Chidi Njokuani,Elizeu Zaleski dos Santos,1,0,46,17,0,1,0,0,Welterweight,KO/TKO Knee,2,2:19
win,Alexander Hernandez,Kurt Holobaugh,0,0,59,71,4,0,0,1,Lightweight,U-DEC,3,5:00
win,Da'Mon Blackshear,Cody Gibson,0,0,13,45,0,1,3,0,Bantamweight,SUB Kimura,2,4:09
win,Brendson Ribeiro,Diyar Nurgozhay,1,0,28,17,0,2,1,0,Light Heavyweight,SUB Kimura,2,1:28
win,Kevin Vallejos,SeungWoo Choi,1,0,14,16,0,0,0,0,Featherweight,KO/TKO Punches,1,3:09
win,Waldo Cortes-Acosta,Ryan Spann,1,0,66,23,0,0,0,0,Heavyweight,KO/TKO Punches,2,4:48
win,SuYoung You,AJ Cunningham,0,0,18,16,5,0,1,1,Bantamweight,U-DEC,3,5:00
win,Carlos Vera,Josias Musasa,1,0,16,13,0,0,2,0,Bantamweight,SUB Rear Naked Choke,1,3:16
win,Sam Hughes,Stephanie Luciano,0,0,76,82,3,1,1,0,Women's Strawweight,S-DEC,3,5:00
win,Andre Lima,Daniel Barez,0,0,108,33,2,1,1,0,Flyweight,SUB Rear Naked Choke,3,3:05
win,Priscila Cachoeira,Josiane Nunes,1,0,37,31,0,0,0,0,Women's Bantamweight,KO/TKO Punch,1,2:46
win,Carli Judice,Yuneisy Duben,1,0,17,14,0,0,0,0,Women's Flyweight,KO/TKO Kick,1,1:40
win,Magomed Ankalaev,Alex Pereira,0,0,94,76,0,0,0,0,Light Heavyweight,U-DEC,5,5:00
win,Justin Gaethje,Rafael Fiziev,1,0,72,68,0,2,0,0,Lightweight,U-DEC,3,5:00
win,Ignacio Bahamondes,Jalin Turner,0,0,10,7,0,0,1,0,Lightweight,SUB Triangle Choke,1,2:29
win,Amanda Lemos,Iasmin Lucindo,0,0,12,4,3,1,0,0,Women's Strawweight,U-DEC,3,5:00
win,Mauricio Ruffy,King Green,1,0,4,4,0,0,0,0,Lightweight,KO/TKO Kick,1,2:07
win,Joshua Van,Rei Tsuruya,0,0,59,32,0,4,0,0,Flyweight,U-DEC,3,5:00
win,Brunno Ferreira,Armen Petrosyan,0,0,27,46,2,0,1,0,Middleweight,SUB Armbar,2,4:27
win,Carlos Leal,Alex Morono,0,0,79,40,0,0,0,0,Welterweight,KO/TKO Punches,1,4:16
win,Mairon Santos,Francis Marshall,0,0,58,39,0,3,0,0,Featherweight,S-DEC,3,5:00
win,Ozzy Diaz,Djorden Santos,0,0,135,131,0,1,0,0,Middleweight,U-DEC,3,5:00
win,Manel Kape,Asu Almabayev,0,0,61,40,0,0,0,0,Flyweight,KO/TKO Punches,3,2:16
win,Cody Brundage,Julian Marquez,1,0,44,37,0,0,0,1,Middleweight,KO/TKO Punches,1,4:45
win,Nasrat Haqparast,Esteban Ribovics,0,0,135,147,1,0,0,0,Lightweight,S-DEC,3,5:00
win,Hyder Amil,William Gomis,0,0,115,101,1,0,0,0,Featherweight,S-DEC,3,5:00
win,Sam Patterson,Danny Barlow,1,0,18,15,0,0,0,0,Welterweight,KO/TKO Punch,1,3:10
win,Mario Pinto,Austen Lane,1,1,13,32,0,0,0,0,Heavyweight,KO/TKO Punch,2,0:39
win,Chepe Mariscal,Ricardo Ramos,0,0,85,37,2,1,0,0,Featherweight,U-DEC,3,5:00
win,Danny Silva,Lucas Almeida,0,0,82,74,1,0,0,0,Featherweight,S-DEC,3,5:00
win,JJ Aldrich,Andrea Lee,0,0,74,53,2,1,0,1,Women's Flyweight,U-DEC,3,5:00
win,Ramazan Temirov,Charles Johnson,0,0,55,66,1,0,0,0,Flyweight,U-DEC,3,5:00
win,Song Yadong,Henry Cejudo,0,0,84,67,0,0,0,0,Bantamweight,U-DEC,3,5:00
win,Anthony Hernandez,Brendan Allen,0,0,30,14,4,0,0,1,Middleweight,U-DEC,3,5:00
win,Rob Font,Jean Matsumoto,0,0,95,77,0,7,1,0,Catch Weight,S-DEC,3,5:00
win,Jean Silva,Melsik Baghdasaryan,1,0,18,7,0,0,0,0,Featherweight,KO/TKO Punch,1,4:15
win,Alonzo Menifield,Julius Walker,0,0,87,86,0,1,0,0,Light Heavyweight,S-DEC,3,5:00
win,Ion Cutelaba,Ibo Aslan,0,0,14,15,2,0,1,0,Light Heavyweight,SUB Arm Triangle,1,2:51
win,Melquizael Costa,Andre Fili,0,0,27,7,0,1,1,0,Featherweight,SUB Guillotine Choke,1,4:30
win,Mansur Abdul-Malik,Nick Klein,0,0,29,28,1,1,0,0,Middleweight,KO/TKO Punches,2,3:24
win,Ricky Simon,Javid Basharat,1,0,11,20,1,0,0,0,Bantamweight,KO/TKO Punch,1,3:58
win,Austin Vanderford,Nikolay Veretennikov,0,0,39,5,2,0,1,0,Catch Weight,KO/TKO Punches,2,4:13
win,Nursulton Ruziboev,Eric McConico,2,0,20,5,0,0,0,0,Middleweight,KO/TKO Punch,2,0:33
win,Modestas Bukauskas,Rafael Cerqueira,1,0,16,9,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,2:12
win,Jared Cannonier,Gregory Rodrigues,2,2,98,93,1,0,0,0,Middleweight,KO/TKO Punches,4,0:21
win,Youssef Zalal,Calvin Kattar,0,0,74,38,0,0,0,0,Featherweight,U-DEC,3,5:00
win,Edmen Shahbazyan,Dylan Budka,1,0,7,1,0,0,0,0,Middleweight,KO/TKO Punch,1,1:35
win,Nazim Sadykhov,Ismael Bonfim,0,0,13,26,0,0,0,0,Lightweight,KO/TKO,1,5:00
win,Andre Petroski,Rodolfo Vieira,0,0,55,58,0,1,0,0,Middleweight,U-DEC,3,5:00
win,Jose Delgado,Connor Matthews,1,0,21,6,0,2,0,0,Featherweight,KO/TKO Punches,1,2:58
win,Angela Hill,Ketlen Souza,0,0,86,70,2,0,0,0,Women's Strawweight,S-DEC,3,5:00
win,Rafael Estevam,Jesus Aguilar,0,0,11,35,11,2,0,2,Flyweight,U-DEC,3,5:00
win,Gabriel Bonfim,Khaos Williams,0,0,35,20,4,0,2,0,Welterweight,SUB D'Arce Choke,2,4:58
win,Elijah Smith,Vince Morales,0,0,40,40,3,2,1,3,Bantamweight,U-DEC,3,5:00
win,Valter Walker,Don'Tale Mayes,0,0,1,1,1,0,1,0,Heavyweight,SUB Heel Hook,1,1:17
win,Jacqueline Cavalcanti,Julia Avila,0,0,73,54,0,1,0,0,Women's Bantamweight,U-DEC,3,5:00
win,Dricus Du Plessis,Sean Strickland,0,0,147,128,1,0,0,0,Middleweight,U-DEC,5,5:00
win,Zhang Weili,Tatiana Suarez,0,0,53,12,1,1,1,0,Women's Strawweight,U-DEC,5,5:00
win,Tallison Teixeira,Justin Tafa,1,0,8,0,0,0,0,0,Heavyweight,KO/TKO Elbow,1,0:35
drawdraw,Jimmy Crute,Rodolfo Bellato,1,0,106,89,0,1,0,0,Light Heavyweight,M-DEC,3,5:00
win,Jake Matthews,Francisco Prado,0,0,68,59,0,1,0,0,Welterweight,U-DEC,3,5:00
win,Gabriel Santos,Jack Jenkins,0,1,39,34,4,0,2,0,Featherweight,SUB Rear Naked Choke,3,2:06
win,Tom Nolan,Viacheslav Borshchev,0,0,69,66,1,0,3,1,Lightweight,U-DEC,3,5:00
win,Wang Cong,Bruna Brasil,0,0,103,31,2,0,0,0,Women's Flyweight,U-DEC,3,5:00
win,Aleksandre Topuria,Colby Thicknesse,0,0,41,38,1,0,0,0,Bantamweight,U-DEC,3,5:00
win,Rongzhu,Kody Steele,1,0,125,59,0,1,0,0,Lightweight,U-DEC,3,5:00
win,Jonathan Micallef,Kevin Jousset,1,0,85,67,0,0,0,0,Welterweight,U-DEC,3,5:00
win,Quillan Salkilld,Anshul Jubli,1,0,6,0,0,0,0,0,Lightweight,KO/TKO Punch,1,0:19
win,Nassourdine Imavov,Israel Adesanya,1,0,15,26,0,0,0,0,Middleweight,KO/TKO Punch,2,0:30
win,Michael Page,Shara Magomedov,0,0,43,38,0,0,0,0,Middleweight,U-DEC,3,5:00
win,Sergei Pavlovich,Jairzinho Rozenstruik,0,0,25,17,2,0,0,0,Heavyweight,U-DEC,3,5:00
win,Vinicius Oliveira,Said Nurmagomedov,0,0,43,38,3,1,1,0,Bantamweight,U-DEC,3,5:00
win,Fares Ziam,Mike Davis,0,0,35,20,4,1,0,1,Lightweight,U-DEC,3,5:00
win,Muhammad Naimov,Kaan Ofli,0,0,32,31,2,0,0,0,Featherweight,U-DEC,3,5:00
win,Shamil Gaziev,Thomas Petersen,1,0,14,19,0,1,0,0,Heavyweight,KO/TKO Punch,1,3:12
win,Terrance McKinney,Damir Hadzovic,0,0,54,4,0,1,1,0,Lightweight,KO/TKO Punches,1,2:01
win,Jasmine Jasudavicius,Mayra Bueno Silva,0,0,56,37,3,0,0,1,Women's Flyweight,U-DEC,3,5:00
win,Bogdan Grad,Lucas Alexander,0,0,46,34,3,0,0,0,Featherweight,KO/TKO Punches,2,4:22
win,Hamdy Abdelwahab,Jamal Pogues,0,0,44,69,1,0,0,0,Heavyweight,S-DEC,3,5:00
win,Islam Makhachev,Renato Moicano,0,0,6,9,1,0,1,0,Lightweight,SUB D'Arce Choke,1,4:05
win,Merab Dvalishvili,Umar Nurmagomedov,0,0,111,104,7,2,0,0,Bantamweight,U-DEC,5,5:00
win,Jiri Prochazka,Jamahal Hill,2,0,97,81,0,0,0,0,Light Heavyweight,KO/TKO Punches,3,3:01
win,Jailton Almeida,Serghei Spivac,0,0,23,15,1,1,0,0,Heavyweight,KO/TKO Punches,1,4:53
win,Reinier de Ridder,Kevin Holland,0,0,12,11,2,0,1,0,Middleweight,SUB Rear Naked Choke,1,3:31
win,Raoni Barcelos,Payton Talbott,0,0,62,49,8,1,2,0,Bantamweight,U-DEC,3,5:00
win,Azamat Bekoev,Zachary Reese,0,0,21,13,1,0,0,0,Middleweight,KO/TKO Punches,1,3:04
win,Bogdan Guskov,Billy Elekana,0,0,47,20,0,1,2,0,Light Heavyweight,SUB Guillotine Choke,2,3:33
win,Grant Dawson,Diego Ferreira,0,0,56,41,6,0,0,0,Lightweight,U-DEC,3,5:00
win,Ailin Perez,Karol Rosa,0,0,62,53,2,0,0,0,Women's Bantamweight,U-DEC,3,5:00
win,Muin Gafurov,Rinya Nakamura,1,0,37,31,0,0,0,1,Bantamweight,U-DEC,3,5:00
win,Benardo Sopaj,Ricky Turcios,1,0,81,78,2,1,0,0,Bantamweight,U-DEC,3,5:00
win,Tagir Ulanbekov,Clayton Carpenter,0,0,42,42,3,1,0,0,Flyweight,U-DEC,3,5:00
win,Mackenzie Dern,Amanda Ribas,0,0,27,17,1,2,1,0,Women's Strawweight,SUB Armbar,3,4:56
win,Santiago Ponzinibbio,Carlston Harris,1,1,76,73,0,0,0,0,Welterweight,KO/TKO Punches,3,3:13
win,Cesar Almeida,Abdul Razak Alhassan,1,1,20,17,0,0,0,0,Middleweight,KO/TKO Punch,1,4:16
win,Roman Kopylov,Chris Curtis,1,0,130,142,1,0,0,0,Middleweight,KO/TKO Kick,3,4:59
win,Christian Rodriguez,Austin Bashi,0,0,44,23,2,3,2,0,Featherweight,U-DEC,3,5:00
win,Punahele Soriano,Uros Medic,1,0,13,2,0,0,0,0,Welterweight,KO/TKO Punch,1,0:31
win,Felipe Bunes,Jose Johnson,0,0,2,8,0,0,2,0,Flyweight,SUB Armbar,1,2:04
win,Marco Tulio,Ihor Potieria,1,0,29,6,0,0,0,0,Middleweight,KO/TKO Punches,1,3:04
win,Thiago Moises,Trey Ogden,0,0,55,59,0,1,0,0,Lightweight,U-DEC,3,5:00
win,Jacobe Smith,Preston Parsons,1,0,12,7,0,0,0,0,Welterweight,KO/TKO Punch,1,1:13
win,Ernesta Kareckaite,Nicolle Caliari,0,0,95,67,0,3,0,0,Women's Flyweight,S-DEC,3,5:00
win,Bruno Lopes,Magomed Gadzhiyasulov,0,0,33,31,5,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Fatima Kline,Viktoriia Dudakova,0,0,15,1,2,2,0,0,Women's Strawweight,KO/TKO Elbows,2,4:27
win,Nurullo Aliev,Joe Solecki,0,0,35,28,2,1,0,1,Lightweight,U-DEC,3,5:00
win,Joaquin Buckley,Colby Covington,0,0,75,37,0,1,1,0,Welterweight,KO/TKO,3,4:42
win,Cub Swanson,Billy Quarantillo,1,0,99,97,0,3,0,0,Featherweight,KO/TKO Punch,3,1:36
win,Manel Kape,Bruno Silva,1,0,111,57,0,0,0,0,Flyweight,KO/TKO Punches,3,1:57
win,Dustin Jacoby,Vitor Petrino,1,0,45,40,0,0,0,0,Light Heavyweight,KO/TKO Punch,3,3:44
win,Daniel Marcos,Adrian Yanez,0,0,86,79,2,0,0,0,Bantamweight,S-DEC,3,5:00
win,Navajo Stirling,Tuco Tokkos,0,0,78,32,0,3,0,0,Light Heavyweight,U-DEC,3,5:00
win,Michael Johnson,Ottman Azaitar,1,0,19,16,0,0,0,0,Lightweight,KO/TKO Punch,2,2:03
win,Joel Alvarez,Drakkar Klose,0,0,20,7,0,1,0,0,Lightweight,KO/TKO Knee,1,2:48
win,Sean Woodson,Fernando Padilla,1,0,38,22,0,0,0,0,Featherweight,KO/TKO Punches,1,4:58
win,Felipe Lima,Miles Johns,0,0,55,31,2,0,1,0,Featherweight,U-DEC,3,5:00
win,Miranda Maverick,Jamey-Lyn Horth,0,0,24,15,2,1,0,1,Women's Flyweight,U-DEC,3,5:00
win,Davey Grant,Ramon Taveras,0,0,147,69,0,0,0,0,Bantamweight,U-DEC,3,5:00
win,Piera Rodriguez,Josefine Knutsson,0,0,36,26,8,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Alexandre Pantoja,Kai Asakura,0,0,32,17,3,0,1,0,Flyweight,SUB Rear Naked Choke,2,2:05
win,Shavkat Rakhmonov,Ian Machado Garry,0,0,37,42,2,1,0,2,Welterweight,U-DEC,5,5:00
win,Ciryl Gane,Alexander Volkov,0,0,43,39,2,3,2,1,Heavyweight,S-DEC,3,5:00
win,Bryce Mitchell,Kron Gracie,0,0,26,6,2,0,0,1,Featherweight,KO/TKO Elbows,3,0:39
win,Dooho Choi,Nate Landwehr,0,0,78,25,4,0,0,0,Featherweight,KO/TKO Elbows,3,3:21
win,Dominick Reyes,Anthony Smith,0,0,121,21,0,0,0,0,Light Heavyweight,KO/TKO Punches,2,4:46
win,Vicente Luque,Themba Gorimbo,0,0,2,5,0,0,1,0,Welterweight,SUB Anaconda Choke,1,0:52
win,Movsar Evloev,Aljamain Sterling,0,0,8,12,4,6,0,0,Featherweight,U-DEC,3,5:00
win,Bryan Battle,Randy Brown,0,0,57,60,0,2,0,0,Welterweight,S-DEC,3,5:00
win,Eryk Anders,Chris Weidman,0,1,62,16,0,0,0,1,Catch Weight,KO/TKO Punches,2,4:51
win,Joshua Van,Cody Durden,0,0,165,70,0,2,0,0,Flyweight,U-DEC,3,5:00
win,Michael Chiesa,Max Griffin,0,0,13,10,2,0,1,0,Welterweight,SUB Rear Naked Choke,3,1:56
win,Chase Hooper,Clay Guida,0,0,7,5,3,0,1,0,Lightweight,SUB Armbar,1,3:41
win,Kennedy Nzechukwu,Lukasz Brzeski,1,0,29,32,0,0,0,0,Heavyweight,KO/TKO Punch,1,4:51
win,Petr Yan,Deiveson Figueiredo,0,0,121,53,1,2,0,0,Bantamweight,U-DEC,5,5:00
win,Yan Xiaonan,Tabatha Ricci,0,0,78,15,0,1,0,0,Women's Strawweight,U-DEC,3,5:00
win,Muslim Salikhov,Song Kenan,1,0,20,9,0,0,0,0,Welterweight,KO/TKO Kick,1,3:49
win,Gabriella Fernandes,Wang Cong,1,0,18,46,0,0,1,0,Women's Flyweight,SUB Rear Naked Choke,2,3:49
win,Carlos Ulberg,Volkan Oezdemir,0,0,98,96,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Zhang Mingyang,Ozzy Diaz,1,0,17,9,0,0,0,0,Light Heavyweight,KO/TKO Elbow,1,2:25
win,SuYoung You,Baergeng Jieleyisi,0,0,42,9,2,1,0,0,Bantamweight,U-DEC,3,5:00
win,DongHun Choi,Kiru Sahota,1,0,12,2,0,0,0,0,Flyweight,KO/TKO Punch,1,2:36
win,Shi Ming,Feng Xiaocan,1,0,30,48,1,0,0,0,Women's Strawweight,KO/TKO Kick,3,0:46
win,Carlos Hernandez,Nyamjargal Tumendemberel,0,1,44,26,4,0,0,1,Flyweight,S-DEC,3,5:00
win,Lone'er Kavanagh,Jose Ochoa,0,0,51,50,0,0,0,1,Flyweight,U-DEC,3,5:00
win,Xiao Long,Quang Le,1,0,87,64,0,1,0,0,Bantamweight,KO/TKO Punch,3,1:28
win,Nikolas Motta,Maheshate,2,0,78,56,0,0,0,0,Lightweight,U-DEC,3,5:00
win,Jon Jones,Stipe Miocic,1,0,96,37,1,0,0,0,Heavyweight,KO/TKO Spinning Back Kick,3,4:29
win,Charles Oliveira,Michael Chandler,0,0,88,84,5,0,2,0,Lightweight,U-DEC,5,5:00
win,Bo Nickal,Paul Craig,0,0,54,47,0,0,0,0,Middleweight,U-DEC,3,5:00
win,Viviane Araujo,Karine Silva,0,0,48,58,3,1,1,1,Women's Flyweight,U-DEC,3,5:00
win,Mauricio Ruffy,James Llontop,1,0,67,90,0,0,0,0,Catch Weight,U-DEC,3,5:00
win,Marcus McGhee,Jonathan Martinez,0,0,102,48,0,0,0,0,Bantamweight,U-DEC,3,5:00
win,Jim Miller,Damon Jackson,0,0,10,16,0,0,1,0,Lightweight,SUB Guillotine Choke,1,2:44
win,David Onama,Roberto Romero,1,1,121,74,1,0,1,0,Lightweight,U-DEC,3,5:00
win,Marcin Tybura,Jhonata Diniz,0,0,35,15,1,0,0,0,Heavyweight,KO/TKO,2,5:00
win,Ramiz Brahimaj,Mickey Gall,1,0,31,28,0,0,0,0,Welterweight,KO/TKO Punch,1,2:55
win,Oban Elliott,Bassil Hafez,1,0,65,24,0,0,0,0,Welterweight,KO/TKO Punch,3,0:40
win,Eduarda Moura,Veronica Hardy,0,0,26,46,3,0,0,0,Women's Flyweight,U-DEC,3,5:00
win,Carlos Prates,Neil Magny,2,0,12,10,1,0,0,0,Welterweight,KO/TKO Punch,1,4:50
win,Reinier de Ridder,Gerald Meerschaert,1,0,38,30,5,0,1,0,Middleweight,SUB Arm Triangle,3,1:44
win,Gaston Bolanos,Cortavious Romious,0,0,53,17,2,4,0,0,Bantamweight,U-DEC,3,5:00
win,Gillian Robertson,Luana Pinheiro,0,0,52,42,5,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Mansur Abdul-Malik,Dusko Todorovic,1,0,29,3,0,0,0,0,Middleweight,KO/TKO Punches,1,2:44
win,Denise Gomes,Karolina Kowalkiewicz,0,0,73,46,0,0,1,0,Women's Strawweight,U-DEC,3,5:00
win,Elizeu Zaleski dos Santos,Zachary Scroggin,0,0,11,3,0,0,0,0,Welterweight,KO/TKO Punches,1,1:15
win,Charles Radtke,Matthew Semelsberger,0,0,7,2,0,0,0,0,Welterweight,KO/TKO Punches,1,0:51
win,Da'Mon Blackshear,Cody Stamann,0,0,20,13,0,0,3,0,Bantamweight,SUB Rear Naked Choke,1,4:19
win,Tresean Gore,Antonio Trocoli,0,0,3,2,1,0,1,0,Middleweight,SUB Guillotine Choke,1,1:23
win,Melissa Mullins,Klaudia Sygula,0,0,38,12,2,0,0,0,Women's Bantamweight,KO/TKO Punches,2,1:20
win,Brandon Moreno,Amir Albazi,0,0,132,63,0,1,0,0,Flyweight,U-DEC,5,5:00
win,Erin Blanchfield,Rose Namajunas,0,0,110,94,2,1,0,0,Women's Flyweight,U-DEC,5,5:00
win,Brendson Ribeiro,Caio Machado,0,0,49,76,0,0,0,0,Light Heavyweight,S-DEC,3,5:00
win,Jasmine Jasudavicius,Ariane da Silva,0,0,36,42,3,0,1,0,Women's Flyweight,SUB D'Arce Choke,3,2:28
win,Dustin Stoltzfus,Marc-Andre Barriault,1,0,13,7,0,0,1,0,Middleweight,KO/TKO Punch,1,4:28
win,Mike Malott,Trevin Giles,0,0,59,34,0,0,0,0,Welterweight,U-DEC,3,5:00
win,Aiemann Zahabi,Pedro Munhoz,0,0,109,95,0,0,0,0,Bantamweight,U-DEC,3,5:00
win,Charles Jourdain,Victor Henry,0,0,39,24,0,4,1,0,Bantamweight,SUB Guillotine Choke,2,3:43
win,Youssef Zalal,Jack Shore,1,0,13,8,1,2,1,0,Featherweight,SUB Arm Triangle,2,0:59
win,Alexandr Romanov,Rodrigo Nascimento,0,0,45,31,6,0,1,0,Heavyweight,U-DEC,3,5:00
win,Serhiy Sidey,Garrett Armfield,0,0,68,71,0,4,3,1,Bantamweight,S-DEC,3,5:00
win,Cody Gibson,Chad Anheliger,0,0,16,11,5,0,2,0,Bantamweight,U-DEC,3,5:00
win,Jamey-Lyn Horth,Ivana Petrovic,0,0,29,25,2,2,0,0,Women's Flyweight,S-DEC,3,5:00
win,Ilia Topuria,Max Holloway,1,0,75,79,2,0,0,0,Featherweight,KO/TKO Punch,3,1:34
win,Khamzat Chimaev,Robert Whittaker,0,0,3,2,2,0,1,0,Middleweight,SUB Rear Naked Choke,1,3:34
win,Magomed Ankalaev,Aleksandar Rakic,0,0,55,53,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Lerone Murphy,Dan Ige,0,1,52,46,3,1,0,0,Featherweight,U-DEC,3,5:00
win,Shara Magomedov,Armen Petrosyan,1,0,65,77,0,0,0,0,Middleweight,KO/TKO Spinning Back Fist,2,4:52
win,Ibo Aslan,Rafael Cerqueira,0,0,28,1,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,0:51
win,Geoff Neal,Rafael Dos Anjos,1,0,18,4,1,0,0,0,Welterweight,KO/TKO,1,1:30
win,Mateusz Rebecki,Myktybek Orolbai,1,0,71,61,3,2,0,0,Catch Weight,S-DEC,3,5:00
win,Abus Magomedov,Brunno Ferreira,0,0,26,29,4,0,1,1,Middleweight,SUB Arm Triangle,3,3:14
win,Kennedy Nzechukwu,Chris Barnett,0,0,51,12,0,0,0,0,Heavyweight,KO/TKO Knee,1,4:27
win,Farid Basharat,Victor Hugo,0,0,60,45,4,1,0,1,Featherweight,U-DEC,3,5:00
win,Ismail Naurdiev,Bruno Silva,0,0,66,36,3,0,0,0,Middleweight,U-DEC,3,5:00
win,Rinat Fakhretdinov,Carlos Leal,0,0,109,107,2,1,0,0,Welterweight,U-DEC,3,5:00
win,Anthony Hernandez,Michel Pereira,0,0,152,24,10,0,0,1,Middleweight,KO/TKO Elbows,5,2:22
win,Rob Font,Kyler Phillips,0,0,61,38,0,4,0,0,Bantamweight,U-DEC,3,5:00
win,Charles Johnson,Sumudaerji,1,0,65,75,2,0,0,2,Flyweight,U-DEC,3,5:00
win,Cameron Smotherman,Jake Hadley,0,0,96,60,0,1,0,0,Bantamweight,U-DEC,3,5:00
win,Darren Elkins,Daniel Pineda,0,0,39,31,3,0,0,2,Featherweight,U-DEC,3,5:00
win,Asu Almabayev,Matheus Nicolau,1,0,22,16,1,0,0,1,Flyweight,U-DEC,3,5:00
win,Jean Matsumoto,Brad Katona,0,0,89,89,1,3,0,0,Bantamweight,U-DEC,3,5:00
win,Joselyne Edwards,Tamires Vidal,0,0,81,34,4,0,2,0,Women's Bantamweight,SUB Rear Naked Choke,3,4:33
win,Elise Reed,Jessica Penne,0,0,117,54,0,1,0,0,Women's Strawweight,U-DEC,3,5:00
win,Melissa Martinez,Alice Ardelean,0,0,72,92,0,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Austen Lane,Robelis Despaigne,0,0,23,31,3,0,0,0,Heavyweight,U-DEC,3,5:00
win,Brandon Royval,Tatsuro Taira,0,0,124,42,3,6,3,1,Flyweight,S-DEC,5,5:00
win,JunYong Park,Brad Tavares,0,0,99,65,2,0,0,0,Middleweight,S-DEC,3,5:00
win,Chidi Njokuani,Jared Gooden,0,0,105,20,0,2,0,1,Welterweight,U-DEC,3,5:00
win,Grant Dawson,Rafa Garcia,0,0,44,5,2,0,0,0,Lightweight,KO/TKO Punches,2,1:42
win,Daniel Rodriguez,Alex Morono,0,0,123,74,1,0,0,0,Welterweight,S-DEC,3,5:00
win,Ramazan Temirov,CJ Vergara,3,0,23,4,0,0,0,0,Flyweight,KO/TKO Punch,1,2:50
win,Pat Sabatini,Jonathan Pearce,0,0,3,2,2,0,1,0,Featherweight,SUB Rear Naked Choke,1,4:06
win,Themba Gorimbo,Niko Price,0,0,68,16,7,0,2,1,Welterweight,U-DEC,3,5:00
win,Junior Tafa,Sean Sharaf,0,0,71,53,0,1,0,0,Heavyweight,KO/TKO Punches,2,2:15
win,Julia Polastri,Cory McKenna,0,0,88,40,0,1,0,0,Women's Strawweight,S-DEC,3,5:00
win,Cody Haddon,Dan Argueta,0,0,140,54,2,4,0,1,Bantamweight,U-DEC,3,5:00
win,Clayton Carpenter,Lucas Rocha,0,0,34,17,2,0,1,0,Flyweight,SUB Rear Naked Choke,2,2:12
win,Alex Pereira,Khalil Rountree Jr.,1,0,127,61,0,0,0,0,Light Heavyweight,KO/TKO Punch,4,4:32
win,Julianna Pena,Raquel Pennington,0,1,92,92,2,0,1,0,Women's Bantamweight,S-DEC,5,5:00
win,Mario Bautista,Jose Aldo,0,0,49,51,0,0,0,0,Bantamweight,S-DEC,3,5:00
win,Roman Dolidze,Kevin Holland,0,0,19,18,1,0,0,0,Middleweight,KO/TKO,1,5:00
win,Kayla Harrison,Ketlen Vieira,0,0,55,24,2,0,0,0,Women's Bantamweight,U-DEC,3,5:00
win,Joaquin Buckley,Stephen Thompson,1,0,34,49,4,0,0,0,Welterweight,KO/TKO Punch,3,2:17
win,Iasmin Lucindo,Marina Rodriguez,0,0,30,33,3,1,0,0,Women's Strawweight,S-DEC,3,5:00
win,Alexander Hernandez,Austin Hubbard,0,0,79,63,0,0,0,0,Lightweight,S-DEC,3,5:00
win,Cesar Almeida,Ihor Potieria,0,0,57,44,0,3,1,0,Middleweight,U-DEC,3,5:00
win,Ryan Spann,Ovince Saint Preux,0,0,9,7,0,0,1,0,Light Heavyweight,SUB Guillotine Choke,1,1:35
win,Tecia Pennington,Carla Esparza,0,0,80,39,0,4,0,0,Women's Strawweight,U-DEC,3,5:00
win,Court McGee,Tim Means,0,0,14,5,1,0,1,0,Welterweight,SUB Rear Naked Choke,1,3:19
win,Renato Moicano,Benoit Saint Denis,0,0,50,25,1,0,0,0,Lightweight,KO/TKO,2,5:00
win,Nassourdine Imavov,Brendan Allen,0,0,57,30,0,1,0,0,Middleweight,U-DEC,3,5:00
win,William Gomis,Joanderson Brito,0,0,43,29,0,3,0,2,Featherweight,S-DEC,3,5:00
win,Bryan Battle,Kevin Jousset,0,0,97,58,0,0,0,0,Welterweight,KO/TKO Punches,2,3:47
win,Morgan Charriere,Gabriel Miranda,1,0,19,11,2,1,0,0,Featherweight,KO/TKO Punch,2,0:27
win,Fares Ziam,Matt Frevola,1,0,58,16,4,1,1,1,Lightweight,KO/TKO Knee,3,2:59
win,Ion Cutelaba,Ivan Erslan,0,0,45,39,3,1,0,0,Light Heavyweight,S-DEC,3,5:00
win,Oumar Sy,Da Woon Jung,0,0,90,29,2,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Ludovit Klein,Roosevelt Roberts,0,0,45,24,2,0,0,0,Lightweight,U-DEC,3,5:00
win,Taylor Lapilus,Vince Morales,0,0,94,39,0,2,0,0,Bantamweight,U-DEC,3,5:00
